0,0,14050,28096,-1,-1,-1,-1,-1,-1
1,1.7534,269,534,-1,-1,-1,-1,-1,-1
2,1.24533,2391,11548,-1,-1,-1,-1,-1,-1
3,0.341743,2391,11548,-1,-1,-1,-1,-1,-1
4,0.098186,2561,11802,-1,-1,-1,-1,-1,-1
5,0.371898,2945,14042,-1,-1,-1,-1,-1,-1
6,0.017431,2945,14042,0.00184565,0.668845,3.12246,1.93537,2898.02,7.61137
1,4.2832,2893,5782,-1,-1,-1,-1,-1,-1
1,4.71448,2159,4314,-1,-1,-1,-1,-1,-1
8,1.15636,1678,8194,0.0220624,0.715423,3.08317,1.86799,34.6686,4.30094
2,0.605874,2556,15174,-1,-1,-1,-1,-1,-1
7,0.191617,9169,45471,0.0220624,0.711522,3.08317,1.88908,34.6686,4.3441
8,0.655884,3440,17070,0.0220624,0.73428,3.08317,1.82282,34.6686,4.06867
2,1.99795,5026,28252,-1,-1,-1,-1,-1,-1
9,0.572826,3440,17048,0.184279,0.743871,2.75056,1.80202,12.6625,4.00599
3,1.68724,2556,15174,-1,-1,-1,-1,-1,-1
4,0.153358,3341,16445,-1,-1,-1,-1,-1,-1
10,0.848828,3440,17048,0.159787,0.785951,2.70929,1.77642,10.7983,3.76127
7,0.072692,5937,27649,0.159787,0.770389,2.70929,1.81227,10.7983,3.92819
5,0.840139,5137,26647,-1,-1,-1,-1,-1,-1
8,0.408599,3610,17711,0.160309,0.792554,2.7053,1.77457,10.3686,3.74328
6,0.030413,5137,26647,0.000140635,0.353292,3.13988,2.37883,12276.2,33.6802
9,0.612577,3610,17706,0.160309,0.795194,2.69988,1.76868,10.3686,3.72922
3,2.7017,5026,28252,-1,-1,-1,-1,-1,-1
8,1.04342,2102,12422,0.00620821,0.453863,3.13036,2.20207,201.051,9.08982
7,0.021858,2600,14462,0.00553162,0.481162,3.13036,2.17882,257.131,8.65281
4,0.417996,6037,29944,-1,-1,-1,-1,-1,-1
10,0.983285,3610,17706,0.160613,0.821988,2.68903,1.74096,10.2882,3.62935
8,0.423107,2209,12807,0.00620821,0.465722,3.13036,2.18811,201.051,8.86995
7,0.045296,5217,24094,0.145299,0.803147,2.70558,1.76937,12.0419,3.76985
8,0.335793,3652,17831,0.317049,0.822567,2.65493,1.74037,6.31467,3.6298
9,0.378587,2209,11867,0.00790362,0.496866,3.12876,2.13952,78.4518,7.88805
9,0.534633,3652,17825,0.317049,0.823423,2.56398,1.73812,6.30444,3.62524
5,1.45763,8456,43455,-1,-1,-1,-1,-1,-1
6,0.072495,8456,43455,6.92423e-06,0.437322,3.14154,2.25589,108585,28.2858
10,1.61789,2209,11867,0.0256436,0.503666,3.07472,2.1428,54.1304,7.27877
7,0.02502,2646,13985,0.0256436,0.534557,3.07472,2.10941,54.1304,6.87088
10,1.12267,3652,17825,0.317809,0.840048,2.56286,1.72249,6.18122,3.57144
8,0.177694,3501,17144,0.317809,0.840282,2.56286,1.72265,6.18122,3.57075
12,0.068985,256,586,0.317809,0.789829,2.56286,1.76447,6.18122,3.71451
13,-1,0,-1,-1,-1,-1,-1,-1,-1
8,0.543533,2144,11507,0.0256436,0.517927,3.07472,2.1258,54.1304,7.04741
9,0.253596,2144,11452,0.0303831,0.523996,3.07472,2.11113,54.1304,6.84881
8,2.39438,4187,23468,0.000604742,0.54662,3.14038,2.07415,426.946,6.7594
10,1.04363,2144,11452,0.0500759,0.530237,3.03924,2.10888,43.4523,6.65964
7,0.027866,2390,12583,0.0500759,0.546779,3.03924,2.09238,43.4523,6.4701
8,0.651859,2126,11365,0.0500759,0.531682,3.03924,2.10658,43.4523,6.62881
9,0.219178,2126,11348,0.0445881,0.533487,3.03924,2.1039,37.0746,6.56557
10,0.965736,2126,11348,0.0500759,0.537888,3.03924,2.09929,37.0746,6.48534
7,0.015787,2291,12061,0.0500759,0.548599,3.03924,2.08922,37.0746,6.36097
8,0.364171,2121,11318,0.0500759,0.539364,3.03924,2.09849,37.0746,6.46913
9,0.223246,2121,11314,0.0495233,0.541194,3.03924,2.09236,37.0746,6.42714
10,0.950601,2121,11314,0.0500759,0.542513,3.03649,2.09005,37.0746,6.38381
7,0.013134,2261,11916,0.0500759,0.551168,3.03649,2.08291,37.0746,6.28686
8,0.392272,2123,11297,0.0500759,0.544166,3.03649,2.08803,37.0746,6.36527
9,0.19922,2123,11290,0.0500759,0.545001,3.03649,2.08542,37.0746,6.33873
10,1.18263,2123,11290,0.0500759,0.546386,3.03649,2.08369,37.0746,6.31243
11,0.014835,-1,-1,-1,-1,-1,-1,-1,-1
7,0.051115,4045,20952,0.0500759,0.576636,3.03807,2.00929,46.8405,5.97032
8,0.51272,2718,14429,0.0556876,0.583179,3.03649,2.04184,30.1981,5.63305
9,0.223381,2718,14476,0.0656168,0.588957,3.00989,2.02408,30.1981,5.48924
7,6.21359,179343,950729,0.000604742,0.69967,3.14038,1.76381,426.946,4.63256
10,0.949658,2718,14476,0.0702733,0.607646,3.00292,2.00776,29.5385,5.2962
7,0.016573,3286,16949,0.0702733,0.625436,3.00292,1.98597,29.5385,5.15213
8,0.314904,2738,14575,0.0702733,0.609697,3.00292,2.00344,29.5385,5.26652
9,0.207908,2738,14579,0.0702733,0.613066,3.00292,1.99423,28.6946,5.21684
10,1.03188,2738,14579,0.070204,0.620867,3.00292,1.98738,28.6946,5.14196
7,0.014238,3181,16423,0.070204,0.63455,3.00292,1.97239,28.6946,5.03722
8,0.258557,2739,14607,0.0702733,0.620871,3.00292,1.98814,28.6946,5.13569
9,0.184988,2739,14618,0.0702733,0.621917,3.00292,1.98503,24.9778,5.12028
10,1.1072,2739,14618,0.0702733,0.625942,3.00292,1.98003,22.1129,5.08181
7,0.020022,3098,16065,0.0702733,0.636443,3.00292,1.9705,22.1129,5.00269
8,0.344293,2742,14619,0.0702733,0.625034,3.00292,1.98203,22.1129,5.08548
9,0.219202,2742,14615,0.0683904,0.626071,3.00292,1.97874,22.1129,5.07155
10,1.07227,2742,14615,0.0702733,0.629544,3.00292,1.97511,22.1129,5.04417
11,0.012231,-1,-1,-1,-1,-1,-1,-1,-1
7,0.051137,4878,25447,0.063065,0.639124,3.00292,1.95398,22.1129,4.96072
8,0.453978,3333,17876,0.0702733,0.653958,3.00292,1.94924,20.4594,4.73494
9,0.296809,3333,17937,0.0702733,0.660902,3.00292,1.93003,20.4594,4.64929
10,1.25323,3333,17937,0.0762505,0.680677,2.99133,1.91031,18.9852,4.52173
7,0.024028,3924,20673,0.0762505,0.68449,2.99133,1.90728,18.9852,4.51006
